"Tabela 10295 - Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a), valor do rendimento domiciliar mensal per capita, médio e mediano, por sexo, cor ou raça e grupos de idade"
"Variável - Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) (Reais)"
"Nível";"Cód.";"Município";"Grupo de idade";"Ano x Sexo x Cor ou raça"
"Nível";"Cód.";"Município";"Grupo de idade";"2022"
"Nível";"Cód.";"Município";"Grupo de idade";"Total"
"Nível";"Cód.";"Município";"Grupo de idade";"Total"
"MU";"1711951";"Lagoa do Tocantins (TO)";"Total";"777,80"
"MU";"1712009";"Lajeado (TO)";"Total";"1306,33"
"MU";"1712157";"Lavandeira (TO)";"Total";"904,21"
"MU";"1712405";"Lizarda (TO)";"Total";"912,48"
"MU";"1712454";"Luzinópolis (TO)";"Total";"658,43"
"MU";"1712504";"Marianópolis do Tocantins (TO)";"Total";"1221,45"
"MU";"1712702";"Mateiros (TO)";"Total";"775,80"
"MU";"1712801";"Maurilândia do Tocantins (TO)";"Total";"810,37"
"MU";"1713205";"Miracema do Tocantins (TO)";"Total";"1345,89"
"MU";"1713304";"Miranorte (TO)";"Total";"1172,19"
"MU";"1713601";"Monte do Carmo (TO)";"Total";"1018,53"
"MU";"1713700";"Monte Santo do Tocantins (TO)";"Total";"969,74"
"MU";"1713809";"Palmeiras do Tocantins (TO)";"Total";"812,99"
"MU";"1713957";"Muricilândia (TO)";"Total";"925,82"
"MU";"1714203";"Natividade (TO)";"Total";"1184,27"
"MU";"1714302";"Nazaré (TO)";"Total";"810,68"
"MU";"1714880";"Nova Olinda (TO)";"Total";"916,26"
"MU";"1715002";"Nova Rosalândia (TO)";"Total";"1068,55"
"MU";"1715101";"Novo Acordo (TO)";"Total";"1024,13"
"MU";"1715150";"Novo Alegre (TO)";"Total";"1123,63"
"MU";"1715259";"Novo Jardim (TO)";"Total";"876,15"
"MU";"1715507";"Oliveira de Fátima (TO)";"Total";"925,74"
"MU";"1715705";"Palmeirante (TO)";"Total";"862,06"
"MU";"1715754";"Palmeirópolis (TO)";"Total";"1242,87"
"MU";"1716109";"Paraíso do Tocantins (TO)";"Total";"1526,29"
"MU";"1716208";"Paranã (TO)";"Total";"977,59"
"MU";"1716307";"Pau D'Arco (TO)";"Total";"933,91"
"MU";"1716505";"Pedro Afonso (TO)";"Total";"1441,40"
"MU";"1716604";"Peixe (TO)";"Total";"1080,34"
"MU";"1716653";"Pequizeiro (TO)";"Total";"1002,46"
"MU";"1716703";"Colméia (TO)";"Total";"1172,54"
"MU";"1717008";"Pindorama do Tocantins (TO)";"Total";"787,79"
"MU";"1717206";"Piraquê (TO)";"Total";"857,47"
"MU";"1717503";"Pium (TO)";"Total";"1037,53"
"MU";"1717800";"Ponte Alta do Bom Jesus (TO)";"Total";"817,92"
"MU";"1717909";"Ponte Alta do Tocantins (TO)";"Total";"906,89"
"MU";"1718006";"Porto Alegre do Tocantins (TO)";"Total";"881,18"
"MU";"1718204";"Porto Nacional (TO)";"Total";"1349,96"
"MU";"1718303";"Praia Norte (TO)";"Total";"721,44"
"MU";"1718402";"Presidente Kennedy (TO)";"Total";"1017,64"
"MU";"1718451";"Pugmil (TO)";"Total";"912,80"
"MU";"1718501";"Recursolândia (TO)";"Total";"723,11"
"MU";"1718550";"Riachinho (TO)";"Total";"708,06"
"MU";"1718659";"Rio da Conceição (TO)";"Total";"913,38"
"MU";"1718709";"Rio dos Bois (TO)";"Total";"916,21"
"MU";"1718758";"Rio Sono (TO)";"Total";"987,98"
"MU";"1718808";"Sampaio (TO)";"Total";"832,94"
"MU";"1718840";"Sandolândia (TO)";"Total";"1043,85"
"MU";"1718865";"Santa Fé do Araguaia (TO)";"Total";"1011,88"
"MU";"1718881";"Santa Maria do Tocantins (TO)";"Total";"915,70"
"MU";"1718899";"Santa Rita do Tocantins (TO)";"Total";"1145,36"
"MU";"1718907";"Santa Rosa do Tocantins (TO)";"Total";"848,41"
"MU";"1719004";"Santa Tereza do Tocantins (TO)";"Total";"942,39"
"MU";"1720002";"Santa Terezinha do Tocantins (TO)";"Total";"793,10"
"MU";"1720101";"São Bento do Tocantins (TO)";"Total";"750,11"
"MU";"1720150";"São Félix do Tocantins (TO)";"Total";"1195,77"
"MU";"1720200";"São Miguel do Tocantins (TO)";"Total";"820,57"
"MU";"1720259";"São Salvador do Tocantins (TO)";"Total";"815,37"
"MU";"1720309";"São Sebastião do Tocantins (TO)";"Total";"868,76"
"MU";"1720499";"São Valério (TO)";"Total";"1074,49"
"MU";"1720655";"Silvanópolis (TO)";"Total";"1231,48"
"MU";"1720804";"Sítio Novo do Tocantins (TO)";"Total";"803,30"
"MU";"1720853";"Sucupira (TO)";"Total";"1087,47"
"MU";"1720903";"Taguatinga (TO)";"Total";"1004,29"
"MU";"1720937";"Taipas do Tocantins (TO)";"Total";"1041,52"
"MU";"1720978";"Talismã (TO)";"Total";"1136,59"
"MU";"1721000";"Palmas (TO)";"Total";"2260,06"
"MU";"1721109";"Tocantínia (TO)";"Total";"755,36"
"MU";"1721208";"Tocantinópolis (TO)";"Total";"1055,63"
"MU";"1721257";"Tupirama (TO)";"Total";"1308,74"
"MU";"1721307";"Tupiratins (TO)";"Total";"1052,03"
"MU";"1722081";"Wanderlândia (TO)";"Total";"870,86"
"MU";"1722107";"Xambioá (TO)";"Total";"1051,05"
"MU";"2100055";"Açailândia (MA)";"Total";"1007,41"
"MU";"2100105";"Afonso Cunha (MA)";"Total";"605,56"
"MU";"2100154";"Água Doce do Maranhão (MA)";"Total";"597,92"
"MU";"2100204";"Alcântara (MA)";"Total";"681,48"
"MU";"2100303";"Aldeias Altas (MA)";"Total";"533,46"
"MU";"2100402";"Altamira do Maranhão (MA)";"Total";"798,15"
"MU";"2100436";"Alto Alegre do Maranhão (MA)";"Total";"671,08"
"MU";"2100477";"Alto Alegre do Pindaré (MA)";"Total";"616,57"
"MU";"2100501";"Alto Parnaíba (MA)";"Total";"803,48"
"MU";"2100550";"Amapá do Maranhão (MA)";"Total";"546,81"
"MU";"2100600";"Amarante do Maranhão (MA)";"Total";"602,61"
"MU";"2100709";"Anajatuba (MA)";"Total";"647,55"
"MU";"2100808";"Anapurus (MA)";"Total";"647,27"
"MU";"2100832";"Apicum-Açu (MA)";"Total";"594,97"
"MU";"2100873";"Araguanã (MA)";"Total";"601,30"
"MU";"2100907";"Araioses (MA)";"Total";"495,55"
"MU";"2100956";"Arame (MA)";"Total";"570,78"
"MU";"2101004";"Arari (MA)";"Total";"723,36"
"MU";"2101103";"Axixá (MA)";"Total";"692,03"
"MU";"2101202";"Bacabal (MA)";"Total";"894,93"
"MU";"2101251";"Bacabeira (MA)";"Total";"704,29"
"MU";"2101301";"Bacuri (MA)";"Total";"639,65"
"MU";"2101350";"Bacurituba (MA)";"Total";"624,92"
"MU";"2101400";"Balsas (MA)";"Total";"1166,62"
"MU";"2101509";"Barão de Grajaú (MA)";"Total";"815,92"
"MU";"2101608";"Barra do Corda (MA)";"Total";"817,61"
"MU";"2101707";"Barreirinhas (MA)";"Total";"612,86"
"MU";"2101731";"Belágua (MA)";"Total";"388,46"
"MU";"2101772";"Bela Vista do Maranhão (MA)";"Total";"670,39"
"MU";"2101806";"Benedito Leite (MA)";"Total";"715,98"
"MU";"2101905";"Bequimão (MA)";"Total";"679,09"
"MU";"2101939";"Bernardo do Mearim (MA)";"Total";"728,32"
"MU";"2101970";"Boa Vista do Gurupi (MA)";"Total";"570,27"
"MU";"2102002";"Bom Jardim (MA)";"Total";"545,68"
"MU";"2102036";"Bom Jesus das Selvas (MA)";"Total";"698,74"
"MU";"2102077";"Bom Lugar (MA)";"Total";"638,84"
"MU";"2102101";"Brejo (MA)";"Total";"615,04"
"MU";"2102150";"Brejo de Areia (MA)";"Total";"516,09"
"MU";"2102200";"Buriti (MA)";"Total";"489,45"
"MU";"2102309";"Buriti Bravo (MA)";"Total";"593,63"
"MU";"2102325";"Buriticupu (MA)";"Total";"667,09"
"MU";"2102358";"Buritirana (MA)";"Total";"696,88"
"MU";"2102374";"Cachoeira Grande (MA)";"Total";"389,45"
"MU";"2102408";"Cajapió (MA)";"Total";"507,33"
"MU";"2102507";"Cajari (MA)";"Total";"552,62"
"MU";"2102556";"Campestre do Maranhão (MA)";"Total";"833,52"
"MU";"2102606";"Cândido Mendes (MA)";"Total";"587,02"
"MU";"2102705";"Cantanhede (MA)";"Total";"737,41"
"MU";"2102754";"Capinzal do Norte (MA)";"Total";"780,81"
"MU";"2102804";"Carolina (MA)";"Total";"936,53"
"MU";"2102903";"Carutapera (MA)";"Total";"676,39"
"MU";"2103000";"Caxias (MA)";"Total";"853,08"
"MU";"2103109";"Cedral (MA)";"Total";"616,29"
"MU";"2103125";"Central do Maranhão (MA)";"Total";"580,82"
"MU";"2103158";"Centro do Guilherme (MA)";"Total";"735,27"
"MU";"2103174";"Centro Novo do Maranhão (MA)";"Total";"705,59"
"MU";"2103208";"Chapadinha (MA)";"Total";"741,25"
"MU";"2103257";"Cidelândia (MA)";"Total";"831,99"
"MU";"2103307";"Codó (MA)";"Total";"725,27"
"MU";"2103406";"Coelho Neto (MA)";"Total";"671,03"
"MU";"2103505";"Colinas (MA)";"Total";"711,68"
"MU";"2103554";"Conceição do Lago-Açu (MA)";"Total";"542,17"
"MU";"2103604";"Coroatá (MA)";"Total";"625,41"
"MU";"2103703";"Cururupu (MA)";"Total";"699,05"
"MU";"2103752";"Davinópolis (MA)";"Total";"823,31"
"MU";"2103802";"Dom Pedro (MA)";"Total";"863,58"
"MU";"2103901";"Duque Bacelar (MA)";"Total";"535,56"
"MU";"2104008";"Esperantinópolis (MA)";"Total";"641,75"
"MU";"2104057";"Estreito (MA)";"Total";"1045,87"
"MU";"2104073";"Feira Nova do Maranhão (MA)";"Total";"680,02"
"MU";"2104081";"Fernando Falcão (MA)";"Total";"584,52"
"MU";"2104099";"Formosa da Serra Negra (MA)";"Total";"658,60"
"MU";"2104107";"Fortaleza dos Nogueiras (MA)";"Total";"922,26"
"MU";"2104206";"Fortuna (MA)";"Total";"663,54"
"MU";"2104305";"Godofredo Viana (MA)";"Total";"799,67"
"MU";"2104404";"Gonçalves Dias (MA)";"Total";"761,90"
"MU";"2104503";"Governador Archer (MA)";"Total";"708,84"
"MU";"2104552";"Governador Edison Lobão (MA)";"Total";"790,85"
"MU";"2104602";"Governador Eugênio Barros (MA)";"Total";"734,73"
"MU";"2104628";"Governador Luiz Rocha (MA)";"Total";"710,62"
"MU";"2104651";"Governador Newton Bello (MA)";"Total";"619,07"
"MU";"2104677";"Governador Nunes Freire (MA)";"Total";"678,51"
"MU";"2104701";"Graça Aranha (MA)";"Total";"681,18"
"MU";"2104800";"Grajaú (MA)";"Total";"821,45"
"MU";"2104909";"Guimarães (MA)";"Total";"740,79"
"MU";"2105005";"Humberto de Campos (MA)";"Total";"415,69"
"MU";"2105104";"Icatu (MA)";"Total";"439,27"
"MU";"2105153";"Igarapé do Meio (MA)";"Total";"646,04"
"MU";"2105203";"Igarapé Grande (MA)";"Total";"800,72"
"MU";"2105302";"Imperatriz (MA)";"Total";"1324,19"
"MU";"2105351";"Itaipava do Grajaú (MA)";"Total";"553,45"
"MU";"2105401";"Itapecuru Mirim (MA)";"Total";"658,19"
"MU";"2105427";"Itinga do Maranhão (MA)";"Total";"882,07"
"MU";"2105450";"Jatobá (MA)";"Total";"559,77"
"MU";"2105476";"Jenipapo dos Vieiras (MA)";"Total";"465,99"
"MU";"2105500";"João Lisboa (MA)";"Total";"850,02"
"MU";"2105609";"Joselândia (MA)";"Total";"669,96"
"MU";"2105658";"Junco do Maranhão (MA)";"Total";"569,66"
"MU";"2105708";"Lago da Pedra (MA)";"Total";"819,51"
"MU";"2105807";"Lago do Junco (MA)";"Total";"780,64"
"MU";"2105906";"Lago Verde (MA)";"Total";"665,18"
"MU";"2105922";"Lagoa do Mato (MA)";"Total";"568,19"
"MU";"2105948";"Lago dos Rodrigues (MA)";"Total";"774,33"
"MU";"2105963";"Lagoa Grande do Maranhão (MA)";"Total";"589,81"
"MU";"2105989";"Lajeado Novo (MA)";"Total";"765,61"
"MU";"2106003";"Lima Campos (MA)";"Total";"831,60"
"MU";"2106102";"Loreto (MA)";"Total";"747,53"
"MU";"2106201";"Luís Domingues (MA)";"Total";"592,02"
"MU";"2106300";"Magalhães de Almeida (MA)";"Total";"660,15"
"MU";"2106326";"Maracaçumé (MA)";"Total";"546,44"
"MU";"2106359";"Marajá do Sena (MA)";"Total";"425,87"
"MU";"2106375";"Maranhãozinho (MA)";"Total";"468,04"
"MU";"2106409";"Mata Roma (MA)";"Total";"624,96"
"MU";"2106508";"Matinha (MA)";"Total";"630,66"
"MU";"2106607";"Matões (MA)";"Total";"597,81"
"MU";"2106631";"Matões do Norte (MA)";"Total";"446,05"
"MU";"2106672";"Milagres do Maranhão (MA)";"Total";"433,27"
"MU";"2106706";"Mirador (MA)";"Total";"584,89"
"MU";"2106755";"Miranda do Norte (MA)";"Total";"629,09"
"MU";"2106805";"Mirinzal (MA)";"Total";"750,33"
"MU";"2106904";"Monção (MA)";"Total";"555,93"
"MU";"2107001";"Montes Altos (MA)";"Total";"775,51"
"MU";"2107100";"Morros (MA)";"Total";"509,29"
"MU";"2107209";"Nina Rodrigues (MA)";"Total";"535,22"
"MU";"2107258";"Nova Colinas (MA)";"Total";"765,00"
"MU";"2107308";"Nova Iorque (MA)";"Total";"727,08"
"MU";"2107357";"Nova Olinda do Maranhão (MA)";"Total";"627,94"
"MU";"2107407";"Olho d'Água das Cunhãs (MA)";"Total";"786,89"
"MU";"2107456";"Olinda Nova do Maranhão (MA)";"Total";"566,55"
"MU";"2107506";"Paço do Lumiar (MA)";"Total";"1055,14"
"MU";"2107605";"Palmeirândia (MA)";"Total";"522,16"
"MU";"2107704";"Paraibano (MA)";"Total";"735,73"
"MU";"2107803";"Parnarama (MA)";"Total";"609,43"
"MU";"2107902";"Passagem Franca (MA)";"Total";"634,75"
"MU";"2108009";"Pastos Bons (MA)";"Total";"759,03"
"MU";"2108058";"Paulino Neves (MA)";"Total";"560,24"
"MU";"2108108";"Paulo Ramos (MA)";"Total";"668,82"
"MU";"2108207";"Pedreiras (MA)";"Total";"1102,76"
"MU";"2108256";"Pedro do Rosário (MA)";"Total";"507,80"
"MU";"2108306";"Penalva (MA)";"Total";"565,26"
"MU";"2108405";"Peri Mirim (MA)";"Total";"665,56"
"MU";"2108454";"Peritoró (MA)";"Total";"710,01"
"MU";"2108504";"Pindaré-Mirim (MA)";"Total";"786,22"
"MU";"2108603";"Pinheiro (MA)";"Total";"833,75"
"MU";"2108702";"Pio XII (MA)";"Total";"726,65"
"MU";"2108801";"Pirapemas (MA)";"Total";"629,73"
"MU";"2108900";"Poção de Pedras (MA)";"Total";"810,21"
"MU";"2109007";"Porto Franco (MA)";"Total";"1084,18"
"MU";"2109056";"Porto Rico do Maranhão (MA)";"Total";"671,08"
"MU";"2109106";"Presidente Dutra (MA)";"Total";"1062,56"
"MU";"2109205";"Presidente Juscelino (MA)";"Total";"539,16"
"MU";"2109239";"Presidente Médici (MA)";"Total";"663,31"
"MU";"2109270";"Presidente Sarney (MA)";"Total";"516,19"
"MU";"2109304";"Presidente Vargas (MA)";"Total";"549,26"
"MU";"2109403";"Primeira Cruz (MA)";"Total";"413,00"
"MU";"2109452";"Raposa (MA)";"Total";"872,96"
"MU";"2109502";"Riachão (MA)";"Total";"751,06"
"MU";"2109551";"Ribamar Fiquene (MA)";"Total";"725,47"
"MU";"2109601";"Rosário (MA)";"Total";"675,16"
"MU";"2109700";"Sambaíba (MA)";"Total";"703,14"
"MU";"2109759";"Santa Filomena do Maranhão (MA)";"Total";"602,71"
"MU";"2109809";"Santa Helena (MA)";"Total";"599,67"
"MU";"2109908";"Santa Inês (MA)";"Total";"979,59"
"MU";"2110005";"Santa Luzia (MA)";"Total";"712,85"
"MU";"2110039";"Santa Luzia do Paruá (MA)";"Total";"793,93"
"MU";"2110104";"Santa Quitéria do Maranhão (MA)";"Total";"509,60"
"MU";"2110203";"Santa Rita (MA)";"Total";"667,41"
"MU";"2110237";"Santana do Maranhão (MA)";"Total";"552,60"
"MU";"2110278";"Santo Amaro do Maranhão (MA)";"Total";"520,09"
"MU";"2110302";"Santo Antônio dos Lopes (MA)";"Total";"717,65"
"MU";"2110401";"São Benedito do Rio Preto (MA)";"Total";"445,33"
"MU";"2110500";"São Bento (MA)";"Total";"536,73"
"MU";"2110609";"São Bernardo (MA)";"Total";"648,46"
"MU";"2110658";"São Domingos do Azeitão (MA)";"Total";"762,98"
"MU";"2110708";"São Domingos do Maranhão (MA)";"Total";"758,81"
"MU";"2110807";"São Félix de Balsas (MA)";"Total";"673,96"
"MU";"2110856";"São Francisco do Brejão (MA)";"Total";"766,28"
"MU";"2110906";"São Francisco do Maranhão (MA)";"Total";"595,04"
"MU";"2111003";"São João Batista (MA)";"Total";"591,36"
"MU";"2111029";"São João do Carú (MA)";"Total";"554,76"
"MU";"2111052";"São João do Paraíso (MA)";"Total";"773,11"
"MU";"2111078";"São João do Soter (MA)";"Total";"537,27"
"MU";"2111102";"São João dos Patos (MA)";"Total";"851,72"
"MU";"2111201";"São José de Ribamar (MA)";"Total";"1134,31"
"MU";"2111250";"São José dos Basílios (MA)";"Total";"543,75"
"MU";"2111300";"São Luís (MA)";"Total";"1595,48"
"MU";"2111409";"São Luís Gonzaga do Maranhão (MA)";"Total";"635,40"
"MU";"2111508";"São Mateus do Maranhão (MA)";"Total";"753,38"
"MU";"2111532";"São Pedro da Água Branca (MA)";"Total";"728,31"
"MU";"2111573";"São Pedro dos Crentes (MA)";"Total";"726,47"
"MU";"2111607";"São Raimundo das Mangabeiras (MA)";"Total";"850,43"
"MU";"2111631";"São Raimundo do Doca Bezerra (MA)";"Total";"589,90"
"MU";"2111672";"São Roberto (MA)";"Total";"545,37"
"MU";"2111706";"São Vicente Ferrer (MA)";"Total";"605,08"
"MU";"2111722";"Satubinha (MA)";"Total";"634,69"
"MU";"2111748";"Senador Alexandre Costa (MA)";"Total";"661,54"
"MU";"2111763";"Senador La Rocque (MA)";"Total";"797,07"
"MU";"2111789";"Serrano do Maranhão (MA)";"Total";"642,91"
"MU";"2111805";"Sítio Novo (MA)";"Total";"668,73"
"MU";"2111904";"Sucupira do Norte (MA)";"Total";"694,83"
"MU";"2111953";"Sucupira do Riachão (MA)";"Total";"658,02"
"MU";"2112001";"Tasso Fragoso (MA)";"Total";"889,15"
"MU";"2112100";"Timbiras (MA)";"Total";"538,90"
"MU";"2112209";"Timon (MA)";"Total";"937,58"
"MU";"2112233";"Trizidela do Vale (MA)";"Total";"801,90"
"MU";"2112274";"Tufilândia (MA)";"Total";"622,31"
"MU";"2112308";"Tuntum (MA)";"Total";"648,84"
"MU";"2112407";"Turiaçu (MA)";"Total";"548,20"
"MU";"2112456";"Turilândia (MA)";"Total";"469,19"
"MU";"2112506";"Tutóia (MA)";"Total";"594,37"
"MU";"2112605";"Urbano Santos (MA)";"Total";"552,47"
"MU";"2112704";"Vargem Grande (MA)";"Total";"616,42"
"MU";"2112803";"Viana (MA)";"Total";"717,55"
"MU";"2112852";"Vila Nova dos Martírios (MA)";"Total";"727,65"
"MU";"2112902";"Vitória do Mearim (MA)";"Total";"641,96"
"MU";"2113009";"Vitorino Freire (MA)";"Total";"754,86"
"MU";"2114007";"Zé Doca (MA)";"Total";"760,10"
"MU";"2200053";"Acauã (PI)";"Total";"611,20"
"MU";"2200103";"Agricolândia (PI)";"Total";"728,51"
"MU";"2200202";"Água Branca (PI)";"Total";"838,94"
"MU";"2200251";"Alagoinha do Piauí (PI)";"Total";"640,87"
"MU";"2200277";"Alegrete do Piauí (PI)";"Total";"652,29"
"MU";"2200301";"Alto Longá (PI)";"Total";"754,37"
"MU";"2200400";"Altos (PI)";"Total";"836,62"
"MU";"2200459";"Alvorada do Gurguéia (PI)";"Total";"644,28"
"MU";"2200509";"Amarante (PI)";"Total";"765,13"
"MU";"2200608";"Angical do Piauí (PI)";"Total";"869,02"
"MU";"2200707";"Anísio de Abreu (PI)";"Total";"740,25"
"MU";"2200806";"Antônio Almeida (PI)";"Total";"906,69"
"MU";"2200905";"Aroazes (PI)";"Total";"732,79"
"MU";"2200954";"Aroeiras do Itaim (PI)";"Total";"705,46"
"MU";"2201002";"Arraial (PI)";"Total";"683,68"
"MU";"2201051";"Assunção do Piauí (PI)";"Total";"499,26"
"MU";"2201101";"Avelino Lopes (PI)";"Total";"678,26"
"MU";"2201150";"Baixa Grande do Ribeiro (PI)";"Total";"816,19"
"MU";"2201176";"Barra D'Alcântara (PI)";"Total";"661,27"
"MU";"2201200";"Barras (PI)";"Total";"741,61"
"MU";"2201309";"Barreiras do Piauí (PI)";"Total";"660,51"
"MU";"2201408";"Barro Duro (PI)";"Total";"740,09"
"MU";"2201507";"Batalha (PI)";"Total";"649,57"
"MU";"2201556";"Bela Vista do Piauí (PI)";"Total";"691,55"
"MU";"2201572";"Belém do Piauí (PI)";"Total";"843,88"
"MU";"2201606";"Beneditinos (PI)";"Total";"652,94"
"MU";"2201705";"Bertolínia (PI)";"Total";"945,82"
"MU";"2201739";"Betânia do Piauí (PI)";"Total";"574,10"
"MU";"2201770";"Boa Hora (PI)";"Total";"616,36"
"MU";"2201804";"Bocaina (PI)";"Total";"900,37"
"MU";"2201903";"Bom Jesus (PI)";"Total";"1130,24"
"MU";"2201919";"Bom Princípio do Piauí (PI)";"Total";"544,35"
"MU";"2201929";"Bonfim do Piauí (PI)";"Total";"637,35"
"MU";"2201945";"Boqueirão do Piauí (PI)";"Total";"672,54"
"MU";"2201960";"Brasileira (PI)";"Total";"799,36"
"MU";"2201988";"Brejo do Piauí (PI)";"Total";"662,87"
"MU";"2202000";"Buriti dos Lopes (PI)";"Total";"655,04"
"MU";"2202026";"Buriti dos Montes (PI)";"Total";"666,86"
"MU";"2202059";"Cabeceiras do Piauí (PI)";"Total";"623,38"
"MU";"2202075";"Cajazeiras do Piauí (PI)";"Total";"630,48"
"MU";"2202083";"Cajueiro da Praia (PI)";"Total";"833,97"
"MU";"2202091";"Caldeirão Grande do Piauí (PI)";"Total";"710,22"
"MU";"2202109";"Campinas do Piauí (PI)";"Total";"685,57"
"MU";"2202117";"Campo Alegre do Fidalgo (PI)";"Total";"636,40"
"MU";"2202133";"Campo Grande do Piauí (PI)";"Total";"686,67"
"MU";"2202174";"Campo Largo do Piauí (PI)";"Total";"525,88"
"MU";"2202208";"Campo Maior (PI)";"Total";"1038,91"
"MU";"2202251";"Canavieira (PI)";"Total";"755,33"
"MU";"2202307";"Canto do Buriti (PI)";"Total";"913,41"
"MU";"2202406";"Capitão de Campos (PI)";"Total";"618,65"
"MU";"2202455";"Capitão Gervásio Oliveira (PI)";"Total";"677,47"
"MU";"2202505";"Caracol (PI)";"Total";"643,52"
"MU";"2202539";"Caraúbas do Piauí (PI)";"Total";"554,55"
"MU";"2202554";"Caridade do Piauí (PI)";"Total";"633,05"
"MU";"2202604";"Castelo do Piauí (PI)";"Total";"711,61"
"MU";"2202653";"Caxingó (PI)";"Total";"577,30"
"MU";"2202703";"Cocal (PI)";"Total";"594,08"
"MU";"2202711";"Cocal de Telha (PI)";"Total";"716,92"
"MU";"2202729";"Cocal dos Alves (PI)";"Total";"567,23"
"MU";"2202737";"Coivaras (PI)";"Total";"658,23"
"MU";"2202752";"Colônia do Gurguéia (PI)";"Total";"843,92"
"MU";"2202778";"Colônia do Piauí (PI)";"Total";"716,44"
"MU";"2202802";"Conceição do Canindé (PI)";"Total";"776,18"
"MU";"2202851";"Coronel José Dias (PI)";"Total";"724,86"
"MU";"2202901";"Corrente (PI)";"Total";"946,37"
"MU";"2203008";"Cristalândia do Piauí (PI)";"Total";"684,39"
"MU";"2203107";"Cristino Castro (PI)";"Total";"857,08"
"MU";"2203206";"Curimatá (PI)";"Total";"693,11"
"MU";"2203230";"Currais (PI)";"Total";"664,97"
"MU";"2203255";"Curralinhos (PI)";"Total";"744,99"
"MU";"2203271";"Curral Novo do Piauí (PI)";"Total";"567,11"
"MU";"2203305";"Demerval Lobão (PI)";"Total";"862,34"
"MU";"2203354";"Dirceu Arcoverde (PI)";"Total";"799,60"
"MU";"2203404";"Dom Expedito Lopes (PI)";"Total";"918,12"
"MU";"2203420";"Domingos Mourão (PI)";"Total";"591,00"
"MU";"2203453";"Dom Inocêncio (PI)";"Total";"748,74"
"MU";"2203503";"Elesbão Veloso (PI)";"Total";"794,04"
"MU";"2203602";"Eliseu Martins (PI)";"Total";"886,51"
"MU";"2203701";"Esperantina (PI)";"Total";"826,99"
"MU";"2203750";"Fartura do Piauí (PI)";"Total";"575,61"
"MU";"2203800";"Flores do Piauí (PI)";"Total";"629,95"
"MU";"2203859";"Floresta do Piauí (PI)";"Total";"727,11"
"MU";"2203909";"Floriano (PI)";"Total";"1223,01"
"MU";"2204006";"Francinópolis (PI)";"Total";"679,25"
"MU";"2204105";"Francisco Ayres (PI)";"Total";"701,60"
"MU";"2204154";"Francisco Macedo (PI)";"Total";"693,49"
"MU";"2204204";"Francisco Santos (PI)";"Total";"882,67"
"MU";"2204303";"Fronteiras (PI)";"Total";"790,71"
"MU";"2204352";"Geminiano (PI)";"Total";"667,92"
"MU";"2204402";"Gilbués (PI)";"Total";"747,26"
"MU";"2204501";"Guadalupe (PI)";"Total";"1002,95"
"MU";"2204550";"Guaribas (PI)";"Total";"511,07"
"MU";"2204600";"Hugo Napoleão (PI)";"Total";"795,13"
"MU";"2204659";"Ilha Grande (PI)";"Total";"675,74"
"MU";"2204709";"Inhuma (PI)";"Total";"822,11"
"MU";"2204808";"Ipiranga do Piauí (PI)";"Total";"708,73"
"MU";"2204907";"Isaías Coelho (PI)";"Total";"606,85"
"MU";"2205003";"Itainópolis (PI)";"Total";"783,42"
"MU";"2205102";"Itaueira (PI)";"Total";"828,90"
"MU";"2205151";"Jacobina do Piauí (PI)";"Total";"800,20"
"MU";"2205201";"Jaicós (PI)";"Total";"728,46"
"MU";"2205250";"Jardim do Mulato (PI)";"Total";"698,08"
"MU";"2205276";"Jatobá do Piauí (PI)";"Total";"724,37"
"MU";"2205300";"Jerumenha (PI)";"Total";"958,54"
"MU";"2205359";"João Costa (PI)";"Total";"613,26"
"MU";"2205409";"Joaquim Pires (PI)";"Total";"613,19"
"MU";"2205458";"Joca Marques (PI)";"Total";"545,86"
"MU";"2205508";"José de Freitas (PI)";"Total";"709,87"
"MU";"2205516";"Juazeiro do Piauí (PI)";"Total";"798,22"
"MU";"2205524";"Júlio Borges (PI)";"Total";"611,82"
"MU";"2205532";"Jurema (PI)";"Total";"570,59"
"MU";"2205540";"Lagoinha do Piauí (PI)";"Total";"646,62"
"MU";"2205557";"Lagoa Alegre (PI)";"Total";"735,09"
"MU";"2205565";"Lagoa do Barro do Piauí (PI)";"Total";"791,53"
"MU";"2205573";"Lagoa de São Francisco (PI)";"Total";"610,03"
"MU";"2205581";"Lagoa do Piauí (PI)";"Total";"781,88"
"MU";"2205599";"Lagoa do Sítio (PI)";"Total";"692,81"
"MU";"2205607";"Landri Sales (PI)";"Total";"766,24"
"MU";"2205706";"Luís Correia (PI)";"Total";"694,72"
"MU";"2205805";"Luzilândia (PI)";"Total";"648,33"
"MU";"2205854";"Madeiro (PI)";"Total";"617,37"
"MU";"2205904";"Manoel Emídio (PI)";"Total";"790,65"
"MU";"2205953";"Marcolândia (PI)";"Total";"723,89"
"MU";"2206001";"Marcos Parente (PI)";"Total";"822,41"
