"Tabela 10295 - Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a), valor do rendimento domiciliar mensal per capita, médio e mediano, por sexo, cor ou raça e grupos de idade"
"Variável - Valor do rendimento nominal médio mensal domiciliar per capita dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a) (Reais)"
"Nível";"Cód.";"Município";"Grupo de idade";"Ano x Sexo x Cor ou raça"
"Nível";"Cód.";"Município";"Grupo de idade";"2022"
"Nível";"Cód.";"Município";"Grupo de idade";"Total"
"Nível";"Cód.";"Município";"Grupo de idade";"Total"
"MU";"4219176";"Vargem Bonita (SC)";"Total";"1899,82"
"MU";"4219200";"Vidal Ramos (SC)";"Total";"1633,53"
"MU";"4219309";"Videira (SC)";"Total";"2199,25"
"MU";"4219358";"Vitor Meireles (SC)";"Total";"1613,42"
"MU";"4219408";"Witmarsum (SC)";"Total";"2324,29"
"MU";"4219507";"Xanxerê (SC)";"Total";"2120,34"
"MU";"4219606";"Xavantina (SC)";"Total";"2639,27"
"MU";"4219705";"Xaxim (SC)";"Total";"1900,05"
"MU";"4219853";"Zortéa (SC)";"Total";"1456,33"
"MU";"4220000";"Balneário Rincão (SC)";"Total";"1651,68"
"MU";"4300034";"Aceguá (RS)";"Total";"1644,79"
"MU";"4300059";"Água Santa (RS)";"Total";"2262,10"
"MU";"4300109";"Agudo (RS)";"Total";"1720,07"
"MU";"4300208";"Ajuricaba (RS)";"Total";"2357,63"
"MU";"4300307";"Alecrim (RS)";"Total";"1732,26"
"MU";"4300406";"Alegrete (RS)";"Total";"1653,21"
"MU";"4300455";"Alegria (RS)";"Total";"2205,90"
"MU";"4300471";"Almirante Tamandaré do Sul (RS)";"Total";"2128,82"
"MU";"4300505";"Alpestre (RS)";"Total";"2094,44"
"MU";"4300554";"Alto Alegre (RS)";"Total";"1652,45"
"MU";"4300570";"Alto Feliz (RS)";"Total";"1814,97"
"MU";"4300604";"Alvorada (RS)";"Total";"1332,84"
"MU";"4300638";"Amaral Ferrador (RS)";"Total";"1018,29"
"MU";"4300646";"Ametista do Sul (RS)";"Total";"1500,41"
"MU";"4300661";"André da Rocha (RS)";"Total";"1705,55"
"MU";"4300703";"Anta Gorda (RS)";"Total";"2682,97"
"MU";"4300802";"Antônio Prado (RS)";"Total";"2153,43"
"MU";"4300851";"Arambaré (RS)";"Total";"1556,44"
"MU";"4300877";"Araricá (RS)";"Total";"1362,38"
"MU";"4300901";"Aratiba (RS)";"Total";"2353,81"
"MU";"4301008";"Arroio do Meio (RS)";"Total";"2120,87"
"MU";"4301057";"Arroio do Sal (RS)";"Total";"1638,58"
"MU";"4301073";"Arroio do Padre (RS)";"Total";"1613,45"
"MU";"4301107";"Arroio dos Ratos (RS)";"Total";"1504,33"
"MU";"4301206";"Arroio do Tigre (RS)";"Total";"1519,14"
"MU";"4301305";"Arroio Grande (RS)";"Total";"1360,17"
"MU";"4301404";"Arvorezinha (RS)";"Total";"1561,86"
"MU";"4301503";"Augusto Pestana (RS)";"Total";"2387,12"
"MU";"4301552";"Áurea (RS)";"Total";"1517,58"
"MU";"4301602";"Bagé (RS)";"Total";"1662,21"
"MU";"4301636";"Balneário Pinhal (RS)";"Total";"1475,90"
"MU";"4301651";"Barão (RS)";"Total";"2268,93"
"MU";"4301701";"Barão de Cotegipe (RS)";"Total";"2068,99"
"MU";"4301750";"Barão do Triunfo (RS)";"Total";"1185,44"
"MU";"4301800";"Barracão (RS)";"Total";"1797,57"
"MU";"4301859";"Barra do Guarita (RS)";"Total";"1418,41"
"MU";"4301875";"Barra do Quaraí (RS)";"Total";"1229,26"
"MU";"4301909";"Barra do Ribeiro (RS)";"Total";"1523,42"
"MU";"4301925";"Barra do Rio Azul (RS)";"Total";"2481,84"
"MU";"4301958";"Barra Funda (RS)";"Total";"1991,52"
"MU";"4302006";"Barros Cassal (RS)";"Total";"1364,70"
"MU";"4302055";"Benjamin Constant do Sul (RS)";"Total";"1631,91"
"MU";"4302105";"Bento Gonçalves (RS)";"Total";"2516,92"
"MU";"4302154";"Boa Vista das Missões (RS)";"Total";"1653,55"
"MU";"4302204";"Boa Vista do Buricá (RS)";"Total";"1976,81"
"MU";"4302220";"Boa Vista do Cadeado (RS)";"Total";"2133,19"
"MU";"4302238";"Boa Vista do Incra (RS)";"Total";"1302,75"
"MU";"4302253";"Boa Vista do Sul (RS)";"Total";"2314,50"
"MU";"4302303";"Bom Jesus (RS)";"Total";"1183,20"
"MU";"4302352";"Bom Princípio (RS)";"Total";"2002,51"
"MU";"4302378";"Bom Progresso (RS)";"Total";"1621,07"
"MU";"4302402";"Bom Retiro do Sul (RS)";"Total";"1774,79"
"MU";"4302451";"Boqueirão do Leão (RS)";"Total";"1647,73"
"MU";"4302501";"Bossoroca (RS)";"Total";"1390,70"
"MU";"4302584";"Bozano (RS)";"Total";"1638,05"
"MU";"4302600";"Braga (RS)";"Total";"1343,57"
"MU";"4302659";"Brochier (RS)";"Total";"1992,92"
"MU";"4302709";"Butiá (RS)";"Total";"1374,61"
"MU";"4302808";"Caçapava do Sul (RS)";"Total";"1519,48"
"MU";"4302907";"Cacequi (RS)";"Total";"1367,34"
"MU";"4303004";"Cachoeira do Sul (RS)";"Total";"1757,97"
"MU";"4303103";"Cachoeirinha (RS)";"Total";"1884,12"
"MU";"4303202";"Cacique Doble (RS)";"Total";"1246,35"
"MU";"4303301";"Caibaté (RS)";"Total";"1856,95"
"MU";"4303400";"Caiçara (RS)";"Total";"2241,76"
"MU";"4303509";"Camaquã (RS)";"Total";"1605,16"
"MU";"4303558";"Camargo (RS)";"Total";"2309,51"
"MU";"4303608";"Cambará do Sul (RS)";"Total";"1511,60"
"MU";"4303673";"Campestre da Serra (RS)";"Total";"1371,16"
"MU";"4303707";"Campina das Missões (RS)";"Total";"2384,95"
"MU";"4303806";"Campinas do Sul (RS)";"Total";"1877,21"
"MU";"4303905";"Campo Bom (RS)";"Total";"1991,18"
"MU";"4304002";"Campo Novo (RS)";"Total";"1441,24"
"MU";"4304101";"Campos Borges (RS)";"Total";"1859,44"
"MU";"4304200";"Candelária (RS)";"Total";"1375,38"
"MU";"4304309";"Cândido Godói (RS)";"Total";"2260,55"
"MU";"4304358";"Candiota (RS)";"Total";"1372,47"
"MU";"4304408";"Canela (RS)";"Total";"2181,94"
"MU";"4304507";"Canguçu (RS)";"Total";"1501,90"
"MU";"4304606";"Canoas (RS)";"Total";"2066,82"
"MU";"4304614";"Canudos do Vale (RS)";"Total";"1812,70"
"MU";"4304622";"Capão Bonito do Sul (RS)";"Total";"1683,27"
"MU";"4304630";"Capão da Canoa (RS)";"Total";"1932,27"
"MU";"4304655";"Capão do Cipó (RS)";"Total";"1746,81"
"MU";"4304663";"Capão do Leão (RS)";"Total";"1171,22"
"MU";"4304671";"Capivari do Sul (RS)";"Total";"1622,38"
"MU";"4304689";"Capela de Santana (RS)";"Total";"1406,12"
"MU";"4304697";"Capitão (RS)";"Total";"1761,46"
"MU";"4304705";"Carazinho (RS)";"Total";"2049,08"
"MU";"4304713";"Caraá (RS)";"Total";"1436,47"
"MU";"4304804";"Carlos Barbosa (RS)";"Total";"2626,72"
"MU";"4304853";"Carlos Gomes (RS)";"Total";"1475,20"
"MU";"4304903";"Casca (RS)";"Total";"2626,19"
"MU";"4304952";"Caseiros (RS)";"Total";"1774,11"
"MU";"4305009";"Catuípe (RS)";"Total";"1787,11"
"MU";"4305108";"Caxias do Sul (RS)";"Total";"2330,62"
"MU";"4305116";"Centenário (RS)";"Total";"1378,30"
"MU";"4305124";"Cerrito (RS)";"Total";"1229,98"
"MU";"4305132";"Cerro Branco (RS)";"Total";"1507,25"
"MU";"4305157";"Cerro Grande (RS)";"Total";"1824,62"
"MU";"4305173";"Cerro Grande do Sul (RS)";"Total";"1300,87"
"MU";"4305207";"Cerro Largo (RS)";"Total";"1996,14"
"MU";"4305306";"Chapada (RS)";"Total";"1849,22"
"MU";"4305355";"Charqueadas (RS)";"Total";"1785,15"
"MU";"4305371";"Charrua (RS)";"Total";"1739,81"
"MU";"4305405";"Chiapetta (RS)";"Total";"1954,81"
"MU";"4305439";"Chuí (RS)";"Total";"1448,23"
"MU";"4305447";"Chuvisca (RS)";"Total";"1608,16"
"MU";"4305454";"Cidreira (RS)";"Total";"1526,55"
"MU";"4305504";"Ciríaco (RS)";"Total";"1730,43"
"MU";"4305587";"Colinas (RS)";"Total";"2243,77"
"MU";"4305603";"Colorado (RS)";"Total";"2130,43"
"MU";"4305702";"Condor (RS)";"Total";"1895,81"
"MU";"4305801";"Constantina (RS)";"Total";"2063,36"
"MU";"4305835";"Coqueiro Baixo (RS)";"Total";"2430,83"
"MU";"4305850";"Coqueiros do Sul (RS)";"Total";"2555,61"
"MU";"4305871";"Coronel Barros (RS)";"Total";"2178,56"
"MU";"4305900";"Coronel Bicaco (RS)";"Total";"1313,41"
"MU";"4305934";"Coronel Pilar (RS)";"Total";"2882,39"
"MU";"4305959";"Cotiporã (RS)";"Total";"2003,46"
"MU";"4305975";"Coxilha (RS)";"Total";"1655,79"
"MU";"4306007";"Crissiumal (RS)";"Total";"1902,99"
"MU";"4306056";"Cristal (RS)";"Total";"1456,88"
"MU";"4306072";"Cristal do Sul (RS)";"Total";"1402,30"
"MU";"4306106";"Cruz Alta (RS)";"Total";"1995,66"
"MU";"4306130";"Cruzaltense (RS)";"Total";"1965,07"
"MU";"4306205";"Cruzeiro do Sul (RS)";"Total";"1693,59"
"MU";"4306304";"David Canabarro (RS)";"Total";"1785,56"
"MU";"4306320";"Derrubadas (RS)";"Total";"1783,00"
"MU";"4306353";"Dezesseis de Novembro (RS)";"Total";"1659,75"
"MU";"4306379";"Dilermando de Aguiar (RS)";"Total";"1705,85"
"MU";"4306403";"Dois Irmãos (RS)";"Total";"2188,04"
"MU";"4306429";"Dois Irmãos das Missões (RS)";"Total";"1288,19"
"MU";"4306452";"Dois Lajeados (RS)";"Total";"1823,90"
"MU";"4306502";"Dom Feliciano (RS)";"Total";"1327,63"
"MU";"4306551";"Dom Pedro de Alcântara (RS)";"Total";"1374,70"
"MU";"4306601";"Dom Pedrito (RS)";"Total";"1515,04"
"MU";"4306700";"Dona Francisca (RS)";"Total";"1460,43"
"MU";"4306734";"Doutor Maurício Cardoso (RS)";"Total";"2041,23"
"MU";"4306759";"Doutor Ricardo (RS)";"Total";"2045,38"
"MU";"4306767";"Eldorado do Sul (RS)";"Total";"1573,59"
"MU";"4306809";"Encantado (RS)";"Total";"2213,18"
"MU";"4306908";"Encruzilhada do Sul (RS)";"Total";"1425,04"
"MU";"4306924";"Engenho Velho (RS)";"Total";"1746,89"
"MU";"4306932";"Entre-Ijuís (RS)";"Total";"1554,23"
"MU";"4306957";"Entre Rios do Sul (RS)";"Total";"1596,55"
"MU";"4306973";"Erebango (RS)";"Total";"1452,05"
"MU";"4307005";"Erechim (RS)";"Total";"2385,71"
"MU";"4307054";"Ernestina (RS)";"Total";"1833,01"
"MU";"4307104";"Herval (RS)";"Total";"1225,78"
"MU";"4307203";"Erval Grande (RS)";"Total";"1448,46"
"MU";"4307302";"Erval Seco (RS)";"Total";"1414,36"
"MU";"4307401";"Esmeralda (RS)";"Total";"1412,83"
"MU";"4307450";"Esperança do Sul (RS)";"Total";"1449,92"
"MU";"4307500";"Espumoso (RS)";"Total";"1984,00"
"MU";"4307559";"Estação (RS)";"Total";"1792,35"
"MU";"4307609";"Estância Velha (RS)";"Total";"1975,46"
"MU";"4307708";"Esteio (RS)";"Total";"1899,78"
"MU";"4307807";"Estrela (RS)";"Total";"2031,92"
"MU";"4307815";"Estrela Velha (RS)";"Total";"1666,27"
"MU";"4307831";"Eugênio de Castro (RS)";"Total";"1771,70"
"MU";"4307864";"Fagundes Varela (RS)";"Total";"2086,70"
"MU";"4307906";"Farroupilha (RS)";"Total";"2099,90"
"MU";"4308003";"Faxinal do Soturno (RS)";"Total";"1987,81"
"MU";"4308052";"Faxinalzinho (RS)";"Total";"1922,21"
"MU";"4308078";"Fazenda Vilanova (RS)";"Total";"1500,24"
"MU";"4308102";"Feliz (RS)";"Total";"2300,06"
"MU";"4308201";"Flores da Cunha (RS)";"Total";"2303,59"
"MU";"4308250";"Floriano Peixoto (RS)";"Total";"1586,03"
"MU";"4308300";"Fontoura Xavier (RS)";"Total";"1460,29"
"MU";"4308409";"Formigueiro (RS)";"Total";"1436,99"
"MU";"4308433";"Forquetinha (RS)";"Total";"1608,56"
"MU";"4308458";"Fortaleza dos Valos (RS)";"Total";"2095,83"
"MU";"4308508";"Frederico Westphalen (RS)";"Total";"2257,68"
"MU";"4308607";"Garibaldi (RS)";"Total";"2487,48"
"MU";"4308656";"Garruchos (RS)";"Total";"1367,69"
"MU";"4308706";"Gaurama (RS)";"Total";"2655,63"
"MU";"4308805";"General Câmara (RS)";"Total";"1484,84"
"MU";"4308854";"Gentil (RS)";"Total";"2888,72"
"MU";"4308904";"Getúlio Vargas (RS)";"Total";"2249,90"
"MU";"4309001";"Giruá (RS)";"Total";"1632,65"
"MU";"4309050";"Glorinha (RS)";"Total";"1564,64"
"MU";"4309100";"Gramado (RS)";"Total";"2622,73"
"MU";"4309126";"Gramado dos Loureiros (RS)";"Total";"1252,53"
"MU";"4309159";"Gramado Xavier (RS)";"Total";"1202,09"
"MU";"4309209";"Gravataí (RS)";"Total";"1696,73"
"MU";"4309258";"Guabiju (RS)";"Total";"1705,26"
"MU";"4309308";"Guaíba (RS)";"Total";"1668,25"
"MU";"4309407";"Guaporé (RS)";"Total";"2065,92"
"MU";"4309506";"Guarani das Missões (RS)";"Total";"1956,16"
"MU";"4309555";"Harmonia (RS)";"Total";"2119,47"
"MU";"4309571";"Herveiras (RS)";"Total";"1484,10"
"MU";"4309605";"Horizontina (RS)";"Total";"2203,71"
"MU";"4309654";"Hulha Negra (RS)";"Total";"1219,72"
"MU";"4309704";"Humaitá (RS)";"Total";"1799,56"
"MU";"4309753";"Ibarama (RS)";"Total";"1515,91"
"MU";"4309803";"Ibiaçá (RS)";"Total";"1840,85"
"MU";"4309902";"Ibiraiaras (RS)";"Total";"2287,25"
"MU";"4309951";"Ibirapuitã (RS)";"Total";"1762,16"
"MU";"4310009";"Ibirubá (RS)";"Total";"2923,72"
"MU";"4310108";"Igrejinha (RS)";"Total";"1769,21"
"MU";"4310207";"Ijuí (RS)";"Total";"2280,37"
"MU";"4310306";"Ilópolis (RS)";"Total";"2139,37"
"MU";"4310330";"Imbé (RS)";"Total";"1774,31"
"MU";"4310363";"Imigrante (RS)";"Total";"2396,68"
"MU";"4310405";"Independência (RS)";"Total";"1910,25"
"MU";"4310413";"Inhacorá (RS)";"Total";"1245,23"
"MU";"4310439";"Ipê (RS)";"Total";"1802,03"
"MU";"4310462";"Ipiranga do Sul (RS)";"Total";"2773,20"
"MU";"4310504";"Iraí (RS)";"Total";"1572,85"
"MU";"4310538";"Itaara (RS)";"Total";"2136,25"
"MU";"4310553";"Itacurubi (RS)";"Total";"1298,07"
"MU";"4310579";"Itapuca (RS)";"Total";"2035,46"
"MU";"4310603";"Itaqui (RS)";"Total";"1442,82"
"MU";"4310652";"Itati (RS)";"Total";"1327,12"
"MU";"4310702";"Itatiba do Sul (RS)";"Total";"1459,71"
"MU";"4310751";"Ivorá (RS)";"Total";"1960,11"
"MU";"4310801";"Ivoti (RS)";"Total";"2380,00"
"MU";"4310850";"Jaboticaba (RS)";"Total";"1329,75"
"MU";"4310876";"Jacuizinho (RS)";"Total";"1148,00"
"MU";"4310900";"Jacutinga (RS)";"Total";"1979,26"
"MU";"4311007";"Jaguarão (RS)";"Total";"1581,33"
"MU";"4311106";"Jaguari (RS)";"Total";"1871,31"
"MU";"4311122";"Jaquirana (RS)";"Total";"1058,77"
"MU";"4311130";"Jari (RS)";"Total";"1331,59"
"MU";"4311155";"Jóia (RS)";"Total";"1881,40"
"MU";"4311205";"Júlio de Castilhos (RS)";"Total";"1699,46"
"MU";"4311239";"Lagoa Bonita do Sul (RS)";"Total";"1502,05"
"MU";"4311254";"Lagoão (RS)";"Total";"1280,03"
"MU";"4311270";"Lagoa dos Três Cantos (RS)";"Total";"2326,25"
"MU";"4311304";"Lagoa Vermelha (RS)";"Total";"1855,38"
"MU";"4311403";"Lajeado (RS)";"Total";"2490,87"
"MU";"4311429";"Lajeado do Bugre (RS)";"Total";"1182,61"
"MU";"4311502";"Lavras do Sul (RS)";"Total";"1521,74"
"MU";"4311601";"Liberato Salzano (RS)";"Total";"1705,05"
"MU";"4311627";"Lindolfo Collor (RS)";"Total";"1516,47"
"MU";"4311643";"Linha Nova (RS)";"Total";"1864,49"
"MU";"4311700";"Machadinho (RS)";"Total";"1501,06"
"MU";"4311718";"Maçambará (RS)";"Total";"1297,03"
"MU";"4311734";"Mampituba (RS)";"Total";"1297,67"
"MU";"4311759";"Manoel Viana (RS)";"Total";"1491,49"
"MU";"4311775";"Maquiné (RS)";"Total";"1494,90"
"MU";"4311791";"Maratá (RS)";"Total";"2028,04"
"MU";"4311809";"Marau (RS)";"Total";"2256,96"
"MU";"4311908";"Marcelino Ramos (RS)";"Total";"2070,86"
"MU";"4311981";"Mariana Pimentel (RS)";"Total";"1441,03"
"MU";"4312005";"Mariano Moro (RS)";"Total";"2243,73"
"MU";"4312054";"Marques de Souza (RS)";"Total";"1825,90"
"MU";"4312104";"Mata (RS)";"Total";"1543,63"
"MU";"4312138";"Mato Castelhano (RS)";"Total";"1605,58"
"MU";"4312153";"Mato Leitão (RS)";"Total";"1637,84"
"MU";"4312179";"Mato Queimado (RS)";"Total";"1352,71"
"MU";"4312203";"Maximiliano de Almeida (RS)";"Total";"1564,17"
"MU";"4312252";"Minas do Leão (RS)";"Total";"1237,25"
"MU";"4312302";"Miraguaí (RS)";"Total";"1413,56"
"MU";"4312351";"Montauri (RS)";"Total";"2821,46"
"MU";"4312377";"Monte Alegre dos Campos (RS)";"Total";"1166,56"
"MU";"4312385";"Monte Belo do Sul (RS)";"Total";"1921,88"
"MU";"4312401";"Montenegro (RS)";"Total";"1897,77"
"MU";"4312427";"Mormaço (RS)";"Total";"1549,13"
"MU";"4312443";"Morrinhos do Sul (RS)";"Total";"1608,45"
"MU";"4312450";"Morro Redondo (RS)";"Total";"1503,22"
"MU";"4312476";"Morro Reuter (RS)";"Total";"1806,64"
"MU";"4312500";"Mostardas (RS)";"Total";"1246,83"
"MU";"4312609";"Muçum (RS)";"Total";"2114,86"
"MU";"4312617";"Muitos Capões (RS)";"Total";"1418,99"
"MU";"4312625";"Muliterno (RS)";"Total";"2360,89"
"MU";"4312658";"Não-Me-Toque (RS)";"Total";"2175,25"
"MU";"4312674";"Nicolau Vergueiro (RS)";"Total";"2530,73"
"MU";"4312708";"Nonoai (RS)";"Total";"1582,13"
"MU";"4312757";"Nova Alvorada (RS)";"Total";"2575,70"
"MU";"4312807";"Nova Araçá (RS)";"Total";"2136,64"
"MU";"4312906";"Nova Bassano (RS)";"Total";"2046,80"
"MU";"4312955";"Nova Boa Vista (RS)";"Total";"2487,62"
"MU";"4313003";"Nova Bréscia (RS)";"Total";"2582,36"
"MU";"4313011";"Nova Candelária (RS)";"Total";"2547,55"
"MU";"4313037";"Nova Esperança do Sul (RS)";"Total";"1628,39"
"MU";"4313060";"Nova Hartz (RS)";"Total";"1487,48"
"MU";"4313086";"Nova Pádua (RS)";"Total";"2241,70"
"MU";"4313102";"Nova Palma (RS)";"Total";"1829,37"
"MU";"4313201";"Nova Petrópolis (RS)";"Total";"2219,28"
"MU";"4313300";"Nova Prata (RS)";"Total";"2089,33"
"MU";"4313334";"Nova Ramada (RS)";"Total";"3024,38"
"MU";"4313359";"Nova Roma do Sul (RS)";"Total";"2294,79"
"MU";"4313375";"Nova Santa Rita (RS)";"Total";"1533,62"
"MU";"4313391";"Novo Cabrais (RS)";"Total";"1644,07"
"MU";"4313409";"Novo Hamburgo (RS)";"Total";"2138,48"
"MU";"4313425";"Novo Machado (RS)";"Total";"1276,42"
"MU";"4313441";"Novo Tiradentes (RS)";"Total";"1617,01"
"MU";"4313466";"Novo Xingu (RS)";"Total";"2118,70"
"MU";"4313490";"Novo Barreiro (RS)";"Total";"1322,87"
"MU";"4313508";"Osório (RS)";"Total";"2065,29"
"MU";"4313607";"Paim Filho (RS)";"Total";"1670,92"
"MU";"4313656";"Palmares do Sul (RS)";"Total";"1325,77"
"MU";"4313706";"Palmeira das Missões (RS)";"Total";"1578,86"
"MU";"4313805";"Palmitinho (RS)";"Total";"1562,57"
"MU";"4313904";"Panambi (RS)";"Total";"2086,21"
"MU";"4313953";"Pantano Grande (RS)";"Total";"1438,55"
"MU";"4314001";"Paraí (RS)";"Total";"2303,16"
"MU";"4314027";"Paraíso do Sul (RS)";"Total";"1115,75"
"MU";"4314035";"Pareci Novo (RS)";"Total";"1816,63"
"MU";"4314050";"Parobé (RS)";"Total";"1535,37"
"MU";"4314068";"Passa Sete (RS)";"Total";"1266,84"
"MU";"4314076";"Passo do Sobrado (RS)";"Total";"1493,09"
"MU";"4314100";"Passo Fundo (RS)";"Total";"2343,36"
"MU";"4314134";"Paulo Bento (RS)";"Total";"2959,51"
"MU";"4314159";"Paverama (RS)";"Total";"1447,12"
"MU";"4314175";"Pedras Altas (RS)";"Total";"1529,35"
"MU";"4314209";"Pedro Osório (RS)";"Total";"1254,09"
"MU";"4314308";"Pejuçara (RS)";"Total";"1691,27"
"MU";"4314407";"Pelotas (RS)";"Total";"1959,93"
"MU";"4314423";"Picada Café (RS)";"Total";"2056,94"
"MU";"4314456";"Pinhal (RS)";"Total";"1426,23"
"MU";"4314464";"Pinhal da Serra (RS)";"Total";"1382,28"
"MU";"4314472";"Pinhal Grande (RS)";"Total";"2173,71"
"MU";"4314498";"Pinheirinho do Vale (RS)";"Total";"1757,29"
"MU";"4314506";"Pinheiro Machado (RS)";"Total";"1416,97"
"MU";"4314548";"Pinto Bandeira (RS)";"Total";"2510,66"
"MU";"4314555";"Pirapó (RS)";"Total";"1342,02"
"MU";"4314605";"Piratini (RS)";"Total";"1240,96"
"MU";"4314704";"Planalto (RS)";"Total";"1342,22"
"MU";"4314753";"Poço das Antas (RS)";"Total";"1915,28"
"MU";"4314779";"Pontão (RS)";"Total";"1695,82"
"MU";"4314787";"Ponte Preta (RS)";"Total";"2431,26"
"MU";"4314803";"Portão (RS)";"Total";"1627,56"
"MU";"4314902";"Porto Alegre (RS)";"Total";"3203,31"
"MU";"4315008";"Porto Lucena (RS)";"Total";"1673,28"
"MU";"4315057";"Porto Mauá (RS)";"Total";"1373,97"
"MU";"4315073";"Porto Vera Cruz (RS)";"Total";"1544,81"
"MU";"4315107";"Porto Xavier (RS)";"Total";"1572,31"
"MU";"4315131";"Pouso Novo (RS)";"Total";"1783,78"
"MU";"4315149";"Presidente Lucena (RS)";"Total";"1581,99"
"MU";"4315156";"Progresso (RS)";"Total";"1524,47"
"MU";"4315172";"Protásio Alves (RS)";"Total";"2219,02"
"MU";"4315206";"Putinga (RS)";"Total";"1838,13"
"MU";"4315305";"Quaraí (RS)";"Total";"1391,76"
"MU";"4315313";"Quatro Irmãos (RS)";"Total";"1947,15"
"MU";"4315321";"Quevedos (RS)";"Total";"1417,51"
"MU";"4315354";"Quinze de Novembro (RS)";"Total";"2866,59"
"MU";"4315404";"Redentora (RS)";"Total";"851,69"
"MU";"4315453";"Relvado (RS)";"Total";"1810,47"
"MU";"4315503";"Restinga Sêca (RS)";"Total";"1470,95"
"MU";"4315552";"Rio dos Índios (RS)";"Total";"1646,66"
"MU";"4315602";"Rio Grande (RS)";"Total";"1671,01"
"MU";"4315701";"Rio Pardo (RS)";"Total";"1477,03"
"MU";"4315750";"Riozinho (RS)";"Total";"1519,68"
"MU";"4315800";"Roca Sales (RS)";"Total";"1866,11"
"MU";"4315909";"Rodeio Bonito (RS)";"Total";"1960,07"
"MU";"4315958";"Rolador (RS)";"Total";"1225,08"
"MU";"4316006";"Rolante (RS)";"Total";"1643,72"
"MU";"4316105";"Ronda Alta (RS)";"Total";"2330,21"
"MU";"4316204";"Rondinha (RS)";"Total";"2559,50"
"MU";"4316303";"Roque Gonzales (RS)";"Total";"1796,07"
"MU";"4316402";"Rosário do Sul (RS)";"Total";"1627,08"
"MU";"4316428";"Sagrada Família (RS)";"Total";"1376,32"
"MU";"4316436";"Saldanha Marinho (RS)";"Total";"1873,11"
"MU";"4316451";"Salto do Jacuí (RS)";"Total";"1561,65"
"MU";"4316477";"Salvador das Missões (RS)";"Total";"1696,82"
"MU";"4316501";"Salvador do Sul (RS)";"Total";"1967,63"
"MU";"4316600";"Sananduva (RS)";"Total";"1943,31"
"MU";"4316709";"Santa Bárbara do Sul (RS)";"Total";"1887,18"
"MU";"4316733";"Santa Cecília do Sul (RS)";"Total";"2248,46"
"MU";"4316758";"Santa Clara do Sul (RS)";"Total";"1832,22"
"MU";"4316808";"Santa Cruz do Sul (RS)";"Total";"2192,33"
"MU";"4316907";"Santa Maria (RS)";"Total";"2365,64"
"MU";"4316956";"Santa Maria do Herval (RS)";"Total";"1764,69"
"MU";"4316972";"Santa Margarida do Sul (RS)";"Total";"1610,73"
"MU";"4317004";"Santana da Boa Vista (RS)";"Total";"1182,47"
"MU";"4317103";"Sant'Ana do Livramento (RS)";"Total";"1600,16"
"MU";"4317202";"Santa Rosa (RS)";"Total";"2122,58"
"MU";"4317251";"Santa Tereza (RS)";"Total";"2366,65"
"MU";"4317301";"Santa Vitória do Palmar (RS)";"Total";"1518,77"
"MU";"4317400";"Santiago (RS)";"Total";"2097,02"
"MU";"4317509";"Santo Ângelo (RS)";"Total";"2046,80"
"MU";"4317558";"Santo Antônio do Palma (RS)";"Total";"2000,81"
"MU";"4317608";"Santo Antônio da Patrulha (RS)";"Total";"1614,13"
"MU";"4317707";"Santo Antônio das Missões (RS)";"Total";"1526,41"
"MU";"4317756";"Santo Antônio do Planalto (RS)";"Total";"1912,78"
"MU";"4317806";"Santo Augusto (RS)";"Total";"1895,92"
"MU";"4317905";"Santo Cristo (RS)";"Total";"2116,06"
"MU";"4317954";"Santo Expedito do Sul (RS)";"Total";"2108,68"
"MU";"4318002";"São Borja (RS)";"Total";"1568,58"
"MU";"4318051";"São Domingos do Sul (RS)";"Total";"2785,62"
"MU";"4318101";"São Francisco de Assis (RS)";"Total";"1663,89"
"MU";"4318200";"São Francisco de Paula (RS)";"Total";"1572,34"
"MU";"4318309";"São Gabriel (RS)";"Total";"1526,68"
"MU";"4318408";"São Jerônimo (RS)";"Total";"1635,38"
"MU";"4318424";"São João da Urtiga (RS)";"Total";"2185,87"
"MU";"4318432";"São João do Polêsine (RS)";"Total";"2028,21"
"MU";"4318440";"São Jorge (RS)";"Total";"1677,22"
"MU";"4318457";"São José das Missões (RS)";"Total";"1309,27"
"MU";"4318465";"São José do Herval (RS)";"Total";"1379,43"
"MU";"4318481";"São José do Hortêncio (RS)";"Total";"1834,47"
"MU";"4318499";"São José do Inhacorá (RS)";"Total";"1809,63"
"MU";"4318507";"São José do Norte (RS)";"Total";"1183,51"
"MU";"4318606";"São José do Ouro (RS)";"Total";"2185,37"
"MU";"4318614";"São José do Sul (RS)";"Total";"1684,96"
"MU";"4318622";"São José dos Ausentes (RS)";"Total";"1066,14"
"MU";"4318705";"São Leopoldo (RS)";"Total";"1922,89"
"MU";"4318804";"São Lourenço do Sul (RS)";"Total";"1750,71"
"MU";"4318903";"São Luiz Gonzaga (RS)";"Total";"1901,46"
"MU";"4319000";"São Marcos (RS)";"Total";"1695,70"
"MU";"4319109";"São Martinho (RS)";"Total";"1810,54"
